Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019/10/28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Kenya,KEN,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,18.73019644,14.05281898,12.43284887,18.91356385,19.51830215,24.95562888,28.43836676,36.23517537,36.80728147,34.93441702,35.26161806,37.41575954,39.43948827,,,,,,,
Kenya,KEN,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,46237.25,44415.733,43784.866,46308.659,46544.163,48661.628,50017.915,53054.236,53277.032,52547.68004,52675.10235,53513.99238,54302.09561,,,,,,,
Kenya,KEN,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,151.61,33.642,9.21,85.3165,-18.925,7.0905,-42.065,95.501,28.4565,-30.096,-29.573,-29.573,-29.573,,,,,,,
Kenya,KEN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,6203.838193,4125.359133,3064.975542,4841.358015,2589.74126,3634.440957,2726.912903,5793.575017,3890.796089,903.7412858,630.1963516,743.2074979,1585.831868,,,,,,,
Kenya,KEN,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1.689545935,1.878669276,3.313391624,3.637350706,3.751803752,3.897216274,4.634239755,4.065647147,4.010025063,2.96912114,5.15060241,7.547683924,7.266334603,7.535753575,8.726899384,,,,,
Kenya,KEN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,176.016,176.016,264.024,245.689,286.026,333.697,443.707,399.703,410.704,366.7,627.057,1015.759,909.416,1004.758,1246.78,,,,,
Kenya,KEN,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.155363954,0.134634593,0.113882495,0.093785231,0.100711447,0.106804102,0.112168391,0.107791109,0.112033897,0.130773905,0.118914545,0.123883581,0.110180584,0.110862364,0.112749674,,,,,
Kenya,KEN,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.195242412,0.165560834,0.137861237,0.111462394,0.116556161,0.119873375,0.122196169,0.114355649,0.116589014,0.135061321,0.121398555,0.123883581,0.10810725,0.106900193,0.106701377,,,,,
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.325921833,0.285223579,0.236088309,0.194776581,0.21393672,0.233787564,0.254310303,0.25399794,0.257386809,0.30195391,0.28965606,0.311682104,0.282239706,0.292909589,0.305923722,,,,,
Kenya,KEN,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,92.81942978,91.11545988,87.48274275,84.14766558,84.55988456,83.76873662,84.02910762,82.99142111,82.20551378,83.61045131,79.63855422,75.85831063,74.24553179,73.51485149,71.76591376,,,,,
Kenya,KEN,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,9669.879,8536.776,6970.967,5683.85,6446.586,7172.652,8045.398,8159.075,8419.432,10326.272,9695.548,10208.928,9292.178,9801.891,10252.932,,,,,
Kenya,KEN,CO2 emissions (kt),EN.ATM.CO2E.KT,10417.947,9369.185,7968.391,6754.614,7623.693,8562.445,9574.537,9831.227,10241.931,12350.456,12174.44,13457.89,12515.471,13333.212,14286.632,,,,,
Kenya,KEN,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.397652146,0.344595599,0.291480857,0.240042156,0.25776972,0.273363797,0.28709363,0.27589003,0.286749393,0.334714215,0.304360328,0.317078515,0.282005862,0.28375087,0.288581417,,,,,
Kenya,KEN,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kenya,KEN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kenya,KEN,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,0.744171656,0.660267993,0.554176472,0.459688713,0.493502995,0.535072251,0.573849524,0.576658431,0.580301011,0.660803514,0.623702939,0.675417522,0.620530225,0.625023679,0.604595442,,,,,
Kenya,KEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,437.9659321,431.981532,426.0164787,423.7140817,433.5064268,436.9270956,443.1654858,440.4651463,443.5401696,456.9496124,464.4134917,461.4658253,454.8363556,468.6375883,505.9974007,,,,,
Kenya,KEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,104.3968793,113.8862569,113.1200973,118.6892999,125.8584507,128.16419,135.8600631,139.4359914,138.8722014,139.7982758,147.8443982,148.7091061,150.4394903,160.9845753,164.3255487,,,,,
Kenya,KEN,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,208.7743503,203.9090097,205.4986098,204.0189997,204.074641,199.6068791,195.4665581,186.9236683,193.0616949,197.901346,190.6589456,183.4177775,177.5587711,177.3730628,186.4878009,,,,,
Kenya,KEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.03537161,80.23601499,80.54352768,83.18299028,82.27362614,81.22574422,79.76778456,80.26257842,80.47635004,78.14866866,76.27312323,77.0836394,78.49761951,77.13674631,75.5181686,72.66275251,,,,
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,13.90414378,13.35844041,10.92708109,18.23104693,21.5496368,19.53488372,18.12679197,17.7650872,19.83282675,23.26199262,22.72112524,22.3726628,22.13787192,24.84227129,45.73341975,48.27479018,,,,
Kenya,KEN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,557000000,603000000,508000000,909000000,1157000000,1134000000,1138000000,1151000000,1305000000,1576000000,1680000000,1735000000,1808000000,2205000000,4234000000,4659000000,,,,
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,46.9795307,66.59282233,78.0167778,83.61411953,74.98603092,71.66236003,70.34087289,71.60055564,63.13069909,55.29151292,69.06951582,66.87298517,74.77653973,69.28796755,81.48628213,87.51424723,,,,
Kenya,KEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,53.0204693,33.40717767,21.9832222,16.38588047,25.01396908,28.33763997,29.65912711,28.39944436,36.86930091,44.70848708,30.93048418,33.12701483,25.22346027,30.71203245,18.51371787,12.48575277,,,,
Kenya,KEN,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kenya,KEN,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kenya,KEN,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,33.07538692,53.23438192,67.08969671,65.3830726,53.43639411,52.12747631,52.21408092,53.83546844,43.29787234,32.0295203,46.34839059,44.50032237,52.63866781,44.44569626,35.75286239,39.23945705,,,,
Kenya,KEN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.32887936,17.49486351,19.64657211,16,23.88743782,25.96982574,28.03671837,30.10168839,32.17830276,23,19.2,38.60998154,40.84285355,43.11062622,36,41.6,65.4,63.81147003,,
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.872895972,0.040833358,0.210062253,0.548412532,0.286194264,0.113202055,0.196219537,2.281243174,0.266291327,0.314027177,0.445160534,3.457344567,2.737746957,2.030655975,1.335986481,0.968202239,0.568530852,0.85260365,1.849566181,
Kenya,KEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1375,1639.6,1488.3,1594,1805.7,1646.1,1646.4,1773.1,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1583.4,1772.7,1383.3,1473.8,,
Kenya,KEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,630,,,,,630,,,,,630,,630,,,,,
Kenya,KEN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,0.044711055,0.026101872,0.111632061,0.040752816,0.040737723,0.046203889,0.035463613,0.033597932,0.037016676,,,,,,,,,,
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,6.24978037,6.42196999,6.594159609,6.766349229,6.938538848,7.110728468,7.175036191,7.239343914,7.30365078,7.367958503,7.432266226,7.49657395,7.560881673,7.625188538,7.689496262,7.753803985,7.818111708,,,
Kenya,KEN,Forest area (sq. km),AG.LND.FRST.K2,35570,36550,37530,38510,39490,40470,40836.00098,41202.00195,41567.99805,41933.99902,42300,42666.00098,43032.00195,43397.99805,43763.99902,44130,44496.00098,,,
Kenya,KEN,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.240780521,,,,,,,,,,0.240780521,,,,,,,,,
Kenya,KEN,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.002882964,,,,,,,,,,0.002882964,,,,,,,,,
Kenya,KEN,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,16.73622131,,,,,,,,,,16.73622131,,,,,,,,,
Kenya,KEN,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.237897557,,,,,,,,,,0.237897557,,,,,,,,,
Kenya,KEN,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1381.046143,,,,,,,,,,1381.046143,,,,,,,,,
Kenya,KEN,Arable land (% of land area),AG.LND.ARBL.ZS,8.593667639,9.010085392,8.945075025,9.041712057,9.238500193,9.249042415,9.329866114,9.312295744,9.312295744,9.663703131,9.663703131,10.19081421,10.3665179,10.19081421,10.19081421,10.19081421,10.19081421,,,
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.86193204,47.15711424,47.12021647,47.21861054,47.42594089,47.44351126,47.53487718,47.56298977,47.58934533,47.94075271,48.00224901,48.54693046,48.72263415,48.54693046,48.54693046,48.54693046,48.54693046,,,
Kenya,KEN,Agricultural land (sq. km),AG.LND.AGRI.K2,266710,268390,268180,268740,269920,270020,270540,270700,270850,272850,273200,276300,277300,276300,276300,276300,276300,,,
Kyrgyz Republic,KGZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.298,35.296,35.295,35.293,35.292,35.29,35.289,35.287,35.285,35.284,35.306,35.352,35.423,35.517,35.635,35.777,35.944,36.135,36.351,
Kyrgyz Republic,KGZ,Urban population,SP.URB.TOTL,1729037,1745422,1761468,1779932,1801551,1821882,1841521,1859060,1876703,1899444,1923436,1949521,1986238,2031430,2079480,2131200,2185215,2239720,2295856,
Kyrgyz Republic,KGZ,Urban population growth (annual %),SP.URB.GROW,1.185458328,0.94317541,0.915119207,1.042760903,1.207279922,1.12220722,1.072182784,0.947912305,0.944553023,1.20446979,1.255195821,1.34705314,1.865869594,2.249758124,2.33778839,2.456733891,2.502902051,2.463663618,2.475490067,
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6315800,
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.879550296,
Kyrgyz Republic,KGZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,42.1,36.4,34.1,28.1,13.6,15.3,9.9,9.9,4,2.1,4.1,1.8,2.9,3.3,1.3,2.5,1.4,1.5,,
Kyrgyz Republic,KGZ,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,2.7,,,4.7,,,3.7,,2.8,,,,,
Kyrgyz Republic,KGZ,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,49.5,47.1,44.9,42.8,40.9,39.2,37.6,35.8,33.8,31.6,29.6,27.7,26.1,24.7,23.5,22.3,21.1,20,18.9,
Kyrgyz Republic,KGZ,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,93.64906,93.55748,93.72249,90.65829,92.86183,97.62499,101.51398,97.08724,95.51502,98.01081,97.05923,95.32794,95.74698,99.34651,102.2727,108.2004,101.7859,101.5569,104.5163,
Kyrgyz Republic,KGZ,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01432,0.99544,0.99713,1.00292,1.00265,0.99583,0.99598,0.99686,,1.0305,0.99478,0.99905,0.99446,1.00052,1.0005,1.00498,0.99489,0.99533,0.99695,
Kyrgyz Republic,KGZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,34.18760395,34.54109386,34.40484193,33.62217246,29.9044501,28.48327836,28.68029114,26.88021018,23.48553315,18.76073747,17.44825618,16.56531665,16.65419638,14.63787255,14.71866312,14.06076433,12.83447316,12.5145789,11.64881542,
Kyrgyz Republic,KGZ,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,2.7,2.8,2.9,3,3,3,3,3.1,3.1,3.2,3.2,3.2,3.2,3.2,
Kyrgyz Republic,KGZ,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,80
Kyrgyz Republic,KGZ,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,6.514400596,6.702692983,6.702692983,
Kyrgyz Republic,KGZ,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,6.51,6.702692983,6.702692983,
Kyrgyz Republic,KGZ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,20.60085837,,,,,15.75107296,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,10.08,,,,,,7.707,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,2.065464026,,,,,,,,,,
Kyrgyz Republic,KGZ,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,-0.6881,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,0,,,,,0,,,0,,0,,,,,,,,,
Kyrgyz Republic,KGZ,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,0,,,,,0,,,0,,0,,,,,,,,,
Kyrgyz Republic,KGZ,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,-50.12225954,-55.40306245,-53.79973716,-52.9717163,-53.64627375,-53.20984551,-54.13712239,-53.39153086,-52.94210989,-50.31523367,-49.67209309,-47.91780166,-46.16351024,,,,,,,
Kyrgyz Republic,KGZ,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,1451.8695,1298.1529,1344.8234,1368.9259,1349.2905,1361.9943,1335.0026,1356.7057,1369.7877,1446.2523,1464.9732,1516.038108,1567.103015,,,,,,,
Kyrgyz Republic,KGZ,Methane emissions (% change from 1990),EN.ATM.METH.ZG,-40.13601937,-40.35378776,-39.32333797,-38.95357824,-39.2005427,-38.32311471,-39.20363405,-38.0830199,-37.06579422,-34.35004379,-31.84639428,-29.07553457,-26.30450311,,,,,,,
Kyrgyz Republic,KGZ,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,3485.7,3473.02,3533.02,3554.55,3540.17,3591.26,3539.99,3605.24,3664.47,3822.6,3968.38,4129.718849,4291.067697,,,,,,,
Kyrgyz Republic,KGZ,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,7.9,,,,,24,,,34.8,,42,,,,,,,,,
Kyrgyz Republic,KGZ,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-70.0330516,-72.96909216,-68.85637766,-66.97158376,-66.21837286,-67.39354634,-67.90899787,-65.55539491,-64.32654928,-60.28382034,-60.91557375,-58.37635963,-58.55342581,,,,,,,
Kyrgyz Republic,KGZ,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9973.9558,8996.7479,10365.5904,10992.9099,11243.6025,10852.4673,10680.9086,11464.2627,11873.2617,13218.81078,13008.5431,13853.67452,13794.74124,,,,,,,
Kyrgyz Republic,KGZ,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-81.32990556,-77.75366206,-51.27148337,-59.74497017,-72.21800372,-60.26469662,-51.8192923,-48.39302929,-53.82357893,-78.85028286,-86.36132293,-86.36132293,-86.36132293,,,,,,,
Kyrgyz Republic,KGZ,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,295.8349694,220.84505,481.1052764,444.7920627,789.0494097,1750.937487,1804.399009,1526.842391,1469.441286,3856.117215,2624.14254,3030.684649,638.4057372,,,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,40.26898734,31.54425612,40.0887574,44.30209036,40.26217228,41.50819672,40.41278296,34.78982301,41.69459071,40.55075594,42.04480184,37.45210728,39.66702859,36.36363636,46.90839695,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1866.503,1228.445,1987.514,2409.219,2365.215,2321.211,2225.869,2306.543,3193.957,2753.917,2684.244,2867.594,4019.032,3578.992,4506.743,,,,,
Kyrgyz Republic,KGZ,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.456130582,0.363872514,0.463315464,0.47482604,0.479251087,0.457018209,0.436578876,0.484161098,0.516052812,0.444671365,0.420000479,0.475395241,0.630339726,0.552134341,0.518239128,,,,,
Kyrgyz Republic,KGZ,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.573209119,0.447455854,0.560869719,0.564323894,0.554650627,0.51294205,0.475608727,0.513646783,0.537034688,0.459249895,0.428773885,0.475395241,0.618478248,0.532401305,0.490438921,,,,,
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.946245305,0.787517745,0.993404532,1.078294172,1.150808862,1.083209042,1.055464127,1.258434439,1.440269803,1.261546635,1.171873015,1.388440866,1.806948388,1.720789566,1.646395339,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,26.02848101,27.87193974,20.26627219,22.92650034,26.27965044,24.52459016,23.10252996,33.73893805,31.64193394,46.00431965,43.19356692,47.55747126,46.14549403,48.7704918,38.77862595,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1206.443,1085.432,1004.758,1246.78,1543.807,1371.458,1272.449,2236.87,2423.887,3124.284,2757.584,3641.331,4675.425,4800.103,3725.672,,,,,
Kyrgyz Republic,KGZ,CO2 emissions (kt),EN.ATM.CO2E.KT,4635.088,3894.354,4957.784,5438.161,5874.534,5592.175,5507.834,6629.936,7660.363,6791.284,6384.247,7656.696,10131.921,9842.228,9607.54,,,,,
Kyrgyz Republic,KGZ,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,1.446167659,1.15366231,1.468947417,1.505441841,1.519471505,1.448981892,1.384178731,1.535038757,1.63615183,1.409836071,1.33161672,1.507246498,1.998499909,1.750548764,1.643083573,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,28.32278481,34.46327684,34.31952663,25.82602832,26.09238452,25.31147541,26.83089214,22.23451327,18.66921972,9.179265659,8.845491097,8.333333333,8.070937387,6.371087928,5.381679389,,,,,
Kyrgyz Republic,KGZ,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1312.786,1342.122,1701.488,1404.461,1532.806,1415.462,1477.801,1474.134,1430.13,623.39,564.718,638.058,817.741,627.057,517.047,,,,,
Kyrgyz Republic,KGZ,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.998915819,1.806746709,2.047038519,2.109123142,2.31147092,2.172750398,2.174336685,2.244726281,2.424915235,2.354436164,2.318693635,2.312968514,2.451008715,2.492750246,2.531352278,,,,,
Kyrgyz Republic,KGZ,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,473.3792667,435.8761198,485.2886369,511.2523546,497.8686309,498.5427885,485.4189023,560.6182143,593.9464531,535.8168781,505.4022651,600.2852428,737.2264232,690.3176796,650.401508,,,,,
Kyrgyz Republic,KGZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1696.064021,1445.875715,1365.94065,1644.359844,1417.908986,1374.307519,1377.433696,1456.229595,1378.720364,1323.723367,1371.721214,1649.258332,1809.102582,1887.020071,1941.221832,,,,,
Kyrgyz Republic,KGZ,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,228.1889902,201.3965277,226.3345121,225.1295958,207.3359792,210.3408702,200.7871543,215.6882565,212.812722,188.8653311,181.1366852,205.5346789,257.1756366,221.4960529,204.7281733,,,,,
Kyrgyz Republic,KGZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,35.16661557,36.00533074,28.30453877,30.51823893,27.71435479,28.03546496,27.76759286,24.49561899,22.04516976,24.73126686,25.59478777,25.95073961,22.45447526,24.58105273,26.60830703,23.3068222,,,,
Kyrgyz Republic,KGZ,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kyrgyz Republic,KGZ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,85.89511754,85.90766079,85.90840463,85.906854,85.8794003,85.8773756,85.8775735,85.87997303,85.87666469,92.18623116,91.80165289,93.27747724,93.47969409,93.47655414,91.2572056,85.18802763,,,,
Kyrgyz Republic,KGZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0,0,0,0,0,0.98717346,0.874474971,0.76871207,0.916108236,3.609131102,1.710743802,1.52394775,1.186708861,0.72086218,0.576447982,0.291634689,,,,
Kyrgyz Republic,KGZ,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Kyrgyz Republic,KGZ,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,9.811800951,9.563181386,9.327294078,10.46287711,10.6597979,3.035390504,2.926392619,2.596089009,1.883111375,0.72182622,1.495867769,1.009367991,0.534018987,0.192705731,0.80290969,1.304681504,,,,
Kyrgyz Republic,KGZ,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,85.89511754,85.90766079,85.90840463,85.906854,85.8794003,85.8773756,85.8775735,85.87997303,85.87666469,92.18623116,91.80165289,93.27747724,93.47969409,93.47655414,91.2572056,85.18802763,,,,
Kyrgyz Republic,KGZ,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,4.293081508,4.529157825,4.764301292,3.630268882,3.460801796,10.10006044,10.32155891,10.75522589,11.3241157,3.482811513,4.991735537,4.189207019,4.799578059,5.609877953,7.363436728,13.21565618,,,,
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.69841766,99.7254715,100,99.73181915,99.7012558,99.44230769,99.57266998,99.49871063,99.43639374,99.39929199,99,99.45127869,99.8,99.84017181,99.8,99.97138977,99.99534607,100,,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-0.172310547,0.32828619,0.290349064,2.373336487,7.93380358,1.730120209,6.422443743,5.467872701,7.334537906,4.037844056,9.860930707,11.06464469,3.950370509,8.343757298,4.593013721,17.13122863,9.088688279,-1.391843535,0.575815406,
Kyrgyz Republic,KGZ,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2669.3,2866.9,2665.4,2774.2,2876.5,2677.9,2550.6,2512.9,2380.2,3034.2,2610.5,2603.1,2367.1,2904,2276.3,2999,3104.4,3093.8,,
Kyrgyz Republic,KGZ,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,533,,,,,533,,,,,533,,533,,,,,
Kyrgyz Republic,KGZ,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,9.53043801,9.53043801,9.474169742,9.498607242,9.315960912,9.308459159,9.313424385,9.305317269,9.395044111,9.40453607,9.422632564,9.43982331,9.500127936,9.501662509,9.502699746,9.520918087,,,
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,4.474973868,4.486444213,4.497914558,4.509384903,4.52085493,4.532325275,4.331804102,4.131282611,3.93076112,3.730239948,3.529718457,3.488008342,3.446298227,3.404588113,3.362877998,3.321167883,3.279457769,,,
Kyrgyz Republic,KGZ,Forest area (sq. km),AG.LND.FRST.K2,8582.999878,8605,8627.000122,8649.000244,8670.999756,8692.999878,8308.400269,7923.800049,7539.199829,7154.60022,6770,6690,6610,6530,6450,6370,6290,,,
Kyrgyz Republic,KGZ,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,,,,,,,,,,,,,,,,,,,,
